Datetime,Open,High,Low,Close,Volume
2023-03-29 05:30:00,16977.3,17126.15,16940.6,17080.7,0
2023-03-31 05:30:00,17210.35,17381.6,17204.65,17359.75,0
2023-04-03 05:30:00,17427.95,17428.05,17312.75,17398.05,0
2023-04-05 05:30:00,17422.3,17570.55,17402.7,17557.05,0
2023-04-06 05:30:00,17533.85,17638.7,17502.85,17599.15,0
2023-04-10 05:30:00,17634.9,17694.1,17597.95,17624.05,0
2023-04-11 05:30:00,17704.8,17748.75,17655.15,17722.3,0
2023-04-12 05:30:00,17759.55,17825.75,17717.25,17812.4,0
2023-04-13 05:30:00,17807.3,17842.15,17729.65,17828.0,0
2023-04-17 05:30:00,17863.0,17863.0,17574.05,17706.85,0
2023-04-18 05:30:00,17766.6,17766.6,17610.2,17660.15,0
2023-04-19 05:30:00,17653.35,17666.15,17579.85,17618.75,0
2023-04-20 05:30:00,17638.6,17684.45,17584.35,17624.45,0
2023-04-21 05:30:00,17639.75,17663.2,17553.95,17624.05,0
2023-04-24 05:30:00,17707.55,17754.5,17612.5,17743.4,0
2023-04-25 05:30:00,17761.55,17807.45,17716.85,17769.25,0
2023-04-26 05:30:00,17767.3,17827.75,17711.2,17813.6,0
2023-04-27 05:30:00,17813.1,17931.6,17797.9,17915.05,0
2023-04-28 05:30:00,17950.4,18089.15,17885.3,18065.0,0
2023-05-02 05:30:00,18124.8,18180.25,18101.75,18147.65,0
2023-05-03 05:30:00,18113.8,18116.35,18042.4,18089.85,0
2023-05-04 05:30:00,18081.0,18267.45,18066.7,18255.8,0
2023-05-05 05:30:00,18117.3,18216.95,18055.45,18069.0,0
2023-05-08 05:30:00,18120.6,18286.95,18100.3,18264.4,0
2023-05-09 05:30:00,18303.4,18344.2,18229.65,18265.95,0
2023-05-10 05:30:00,18313.6,18326.75,18211.95,18315.1,0
2023-05-11 05:30:00,18357.8,18389.7,18270.4,18297.0,0
2023-05-12 05:30:00,18273.75,18342.75,18194.55,18314.8,0
2023-05-15 05:30:00,18339.3,18458.9,18287.9,18398.85,0
2023-05-16 05:30:00,18432.35,18432.35,18264.35,18286.5,0
2023-05-17 05:30:00,18300.45,18309.0,18115.35,18181.75,0
2023-05-18 05:30:00,18287.5,18297.2,18104.85,18129.95,0
2023-05-19 05:30:00,18186.15,18218.1,18060.4,18203.4,0
2023-05-22 05:30:00,18201.1,18335.25,18178.85,18314.4,0
2023-05-23 05:30:00,18362.9,18419.75,18324.2,18348.0,0
2023-05-24 05:30:00,18294.8,18392.6,18262.95,18285.4,0
2023-05-25 05:30:00,18268.9,18338.1,18202.4,18321.15,0
2023-05-26 05:30:00,18368.35,18508.55,18333.15,18499.35,0
2023-05-29 05:30:00,18619.15,18641.2,18581.25,18598.65,0
2023-05-30 05:30:00,18606.65,18662.45,18575.5,18633.85,0
2023-05-31 05:30:00,18594.2,18603.9,18483.85,18534.4,0
2023-06-01 05:30:00,18579.4,18580.3,18464.55,18487.75,0
2023-06-02 05:30:00,18550.85,18573.7,18478.4,18534.1,0
2023-06-05 05:30:00,18612.0,18640.15,18582.8,18593.85,0
2023-06-06 05:30:00,18600.8,18622.75,18531.6,18599.0,0
2023-06-07 05:30:00,18665.6,18738.95,18636.0,18726.4,0
2023-06-08 05:30:00,18725.35,18777.9,18615.6,18634.55,0
2023-06-09 05:30:00,18655.9,18676.65,18555.4,18563.4,0
2023-06-12 05:30:00,18595.05,18633.6,18559.75,18601.5,0
2023-06-13 05:30:00,18631.8,18728.9,18631.8,18716.15,0
2023-06-14 05:30:00,18744.6,18769.7,18690.0,18755.9,0
2023-06-15 05:30:00,18774.45,18794.1,18669.05,18688.1,0
2023-06-16 05:30:00,18723.3,18864.7,18710.5,18826.0,0
2023-06-19 05:30:00,18873.3,18881.45,18719.15,18755.45,0
2023-06-20 05:30:00,18752.35,18839.7,18660.65,18816.7,0
2023-06-21 05:30:00,18849.4,18875.9,18794.85,18856.85,0
2023-06-22 05:30:00,18853.6,18886.6,18759.5,18771.25,0
2023-06-23 05:30:00,18741.85,18756.4,18647.1,18665.5,0
2023-06-26 05:30:00,18682.35,18722.05,18646.7,18691.2,0
2023-06-27 05:30:00,18748.55,18829.25,18714.25,18817.4,0
2023-06-28 05:30:00,18908.15,19011.25,18861.35,18972.1,0
2023-06-30 05:30:00,19076.85,19201.7,19024.6,19189.05,0
2023-07-03 05:30:00,19246.5,19345.1,19234.4,19322.55,0
2023-07-04 05:30:00,19406.6,19434.15,19300.0,19389.0,0
2023-07-05 05:30:00,19405.95,19421.6,19339.6,19398.5,0
2023-07-06 05:30:00,19385.7,19512.2,19373.0,19497.3,0
2023-07-07 05:30:00,19422.8,19523.6,19303.6,19331.8,0
2023-07-10 05:30:00,19400.35,19435.85,19327.1,19355.9,0
2023-07-11 05:30:00,19427.1,19515.1,19406.45,19439.4,0
2023-07-12 05:30:00,19497.45,19507.7,19361.75,19384.3,0
2023-07-13 05:30:00,19495.2,19567.0,19385.8,19413.75,0
2023-07-14 05:30:00,19493.45,19595.35,19433.5,19564.5,0
2023-07-17 05:30:00,19612.15,19731.85,19562.95,19711.45,0
2023-07-18 05:30:00,19787.5,19819.45,19690.2,19749.25,0
2023-07-19 05:30:00,19802.95,19851.7,19727.45,19833.15,0
2023-07-20 05:30:00,19831.7,19991.85,19758.4,19979.15,0
2023-07-21 05:30:00,19800.45,19887.4,19700.0,19745.0,0
2023-07-24 05:30:00,19748.45,19782.75,19658.3,19672.35,0
2023-07-25 05:30:00,19729.35,19729.35,19615.95,19680.6,0
2023-07-26 05:30:00,19733.35,19825.6,19716.7,19778.3,0
2023-07-27 05:30:00,19850.9,19867.55,19603.55,19659.9,0
2023-07-28 05:30:00,19659.75,19695.9,19563.1,19646.05,0
2023-07-31 05:30:00,19666.35,19772.75,19597.6,19753.8,0
2023-08-01 05:30:00,19784.0,19795.6,19704.6,19733.55,0
2023-08-02 05:30:00,19655.4,19678.25,19423.55,19526.55,0
2023-08-03 05:30:00,19463.75,19537.65,19296.45,19381.65,0
2023-08-04 05:30:00,19462.8,19538.85,19436.45,19517.0,0
2023-08-07 05:30:00,19576.85,19620.45,19524.8,19597.3,0
2023-08-08 05:30:00,19627.2,19634.4,19533.1,19570.85,0
2023-08-09 05:30:00,19578.8,19645.5,19467.5,19632.55,0
2023-08-10 05:30:00,19605.55,19623.6,19495.4,19543.1,0
2023-08-11 05:30:00,19554.25,19557.75,19412.75,19428.3,0
2023-08-14 05:30:00,19383.95,19465.85,19257.9,19434.55,0
2023-08-16 05:30:00,19369.0,19482.75,19317.2,19465.0,0
2023-08-17 05:30:00,19450.55,19461.55,19326.25,19365.25,0
2023-08-18 05:30:00,19301.75,19373.8,19253.6,19310.15,0
2023-08-21 05:30:00,19320.65,19425.95,19296.3,19393.6,0
2023-08-22 05:30:00,19417.1,19443.5,19381.3,19396.45,0
2023-08-23 05:30:00,19439.2,19472.05,19366.6,19444.0,0
2023-08-24 05:30:00,19535.15,19584.45,19369.0,19386.7,0
2023-08-25 05:30:00,19297.4,19339.55,19229.7,19265.8,0
2023-08-28 05:30:00,19298.35,19366.85,19249.7,19306.05,0
2023-08-29 05:30:00,19374.85,19377.9,19309.1,19342.65,0
2023-08-30 05:30:00,19433.45,19452.8,19334.75,19347.45,0
2023-08-31 05:30:00,19375.55,19388.2,19223.65,19253.8,0
2023-09-01 05:30:00,19258.15,19458.55,19255.7,19435.3,0
2023-09-04 05:30:00,19525.05,19545.15,19432.85,19528.8,0
2023-09-05 05:30:00,19564.65,19587.05,19525.75,19574.9,0
2023-09-06 05:30:00,19581.2,19636.45,19491.5,19611.05,0
2023-09-07 05:30:00,19598.65,19737.0,19550.05,19727.05,0
2023-09-08 05:30:00,19774.8,19867.15,19727.05,19819.95,0
2023-09-11 05:30:00,19890.0,20008.15,19865.35,19996.35,0
2023-09-12 05:30:00,20110.15,20110.35,19914.65,19993.2,0
2023-09-13 05:30:00,19989.5,20096.9,19944.1,20070.0,0
2023-09-14 05:30:00,20127.95,20167.65,20043.45,20103.1,0
2023-09-15 05:30:00,20156.45,20222.45,20129.7,20192.35,0
2023-09-18 05:30:00,20155.95,20195.35,20115.7,20133.3,0
2023-09-20 05:30:00,19980.75,20050.65,19878.85,19901.4,0
2023-09-21 05:30:00,19840.55,19848.75,19709.95,19742.35,0
2023-09-22 05:30:00,19744.85,19798.65,19657.5,19674.25,0
2023-09-25 05:30:00,19678.2,19734.15,19601.55,19674.55,0
2023-09-26 05:30:00,19682.8,19699.35,19637.45,19664.7,0
2023-09-27 05:30:00,19637.05,19730.7,19554.0,19716.45,0
2023-09-28 05:30:00,19761.8,19766.65,19492.1,19523.55,0
2023-09-29 05:30:00,19581.2,19726.25,19551.05,19638.3,0
2023-10-03 05:30:00,19622.4,19623.2,19479.65,19528.75,0
2023-10-04 05:30:00,19446.3,19457.8,19333.6,19436.1,0
2023-10-05 05:30:00,19521.85,19576.95,19487.3,19545.75,0
2023-10-06 05:30:00,19621.2,19675.75,19589.4,19653.5,0
2023-10-09 05:30:00,19539.45,19588.95,19480.5,19512.35,0
2023-10-10 05:30:00,19565.6,19717.8,19565.45,19689.85,0
2023-10-11 05:30:00,19767.0,19839.2,19756.95,19811.35,0
2023-10-12 05:30:00,19822.7,19843.3,19772.65,19794.0,0
2023-10-13 05:30:00,19654.55,19805.4,19635.3,19751.05,0
2023-10-16 05:30:00,19737.25,19781.3,19691.85,19731.75,0
2023-10-17 05:30:00,19843.2,19849.75,19775.65,19811.5,0
2023-10-18 05:30:00,19820.45,19840.95,19659.95,19671.1,0
2023-10-19 05:30:00,19545.2,19681.8,19512.35,19624.7,0
2023-10-20 05:30:00,19542.15,19593.8,19518.7,19542.65,0
2023-10-23 05:30:00,19521.6,19556.85,19257.85,19281.75,0
2023-10-25 05:30:00,19286.45,19347.3,19074.15,19122.15,0
2023-10-26 05:30:00,19027.25,19041.7,18837.85,18857.25,0
2023-10-27 05:30:00,18928.75,19076.15,18926.65,19047.25,0
2023-10-30 05:30:00,19053.4,19158.5,18940.0,19140.9,0
2023-10-31 05:30:00,19232.95,19233.7,19056.45,19079.6,0
2023-11-01 05:30:00,19064.05,19096.05,18973.7,18989.15,0
2023-11-02 05:30:00,19120.0,19175.25,19064.15,19133.25,0
2023-11-03 05:30:00,19241.0,19276.25,19210.9,19230.6,0
2023-11-06 05:30:00,19345.85,19423.0,19309.7,19411.75,0
2023-11-07 05:30:00,19404.05,19423.5,19329.1,19406.7,0
2023-11-08 05:30:00,19449.6,19464.4,19401.5,19443.5,0
2023-11-09 05:30:00,19457.4,19463.9,19378.35,19395.3,0
2023-11-10 05:30:00,19351.85,19451.3,19329.45,19425.35,0
2023-11-12 05:30:00,19547.25,19547.25,19510.25,19525.55,0
2023-11-13 05:30:00,19486.75,19494.4,19414.75,19443.55,0
2023-11-15 05:30:00,19651.4,19693.2,19579.65,19675.45,0
2023-11-16 05:30:00,19674.7,19875.25,19627.0,19765.2,0
2023-11-17 05:30:00,19674.75,19806.0,19667.45,19731.8,0
2023-11-20 05:30:00,19731.15,19756.45,19670.5,19694.0,0
2023-11-21 05:30:00,19770.9,19829.1,19754.05,19783.4,0
2023-11-22 05:30:00,19784.0,19825.55,19703.85,19811.85,0
2023-11-23 05:30:00,19828.45,19875.15,19786.75,19802.0,0
2023-11-24 05:30:00,19809.6,19832.85,19768.85,19794.7,0
2023-11-28 05:30:00,19844.65,19916.85,19800.0,19889.7,0
2023-11-29 05:30:00,19976.55,20104.65,19956.3,20096.6,0
2023-11-30 05:30:00,20108.5,20158.7,20015.85,20133.15,0
2023-12-01 05:30:00,20194.1,20291.55,20183.7,20267.9,0
2023-12-04 05:30:00,20601.95,20702.65,20507.75,20686.8,0
2023-12-05 05:30:00,20808.9,20864.05,20711.15,20855.1,0
2023-12-06 05:30:00,20950.75,20961.95,20852.15,20937.7,0
2023-12-07 05:30:00,20932.4,20941.25,20850.8,20901.15,0
2023-12-08 05:30:00,20934.1,21006.1,20862.7,20969.4,0
2023-12-11 05:30:00,20965.3,21026.1,20923.7,20997.1,0
2023-12-12 05:30:00,21018.55,21037.9,20867.15,20906.4,0
2023-12-13 05:30:00,20929.75,20950.0,20769.5,20926.35,0
2023-12-14 05:30:00,21110.4,21210.9,21074.45,21182.7,0
2023-12-15 05:30:00,21287.45,21492.3,21235.3,21456.65,0
2023-12-18 05:30:00,21434.8,21482.8,21365.35,21418.65,0
2023-12-19 05:30:00,21477.65,21505.05,21337.75,21453.1,0
2023-12-20 05:30:00,21543.5,21593.0,21087.35,21150.15,0
2023-12-21 05:30:00,21033.95,21288.35,20976.8,21255.05,0
2023-12-22 05:30:00,21295.85,21390.5,21232.45,21349.4,0
2023-12-26 05:30:00,21365.2,21477.15,21329.45,21441.35,0
2023-12-27 05:30:00,21497.65,21675.75,21495.8,21654.75,0
2023-12-28 05:30:00,21715.0,21801.45,21678.0,21778.7,0
2023-12-29 05:30:00,21737.65,21770.3,21676.9,21731.4,0
2024-01-01 05:30:00,21727.75,21834.35,21680.85,21741.9,0
2024-01-02 05:30:00,21751.35,21755.6,21555.65,21665.8,0
2024-01-03 05:30:00,21661.1,21677.0,21500.35,21517.35,0
2024-01-04 05:30:00,21605.8,21685.65,21564.55,21658.6,0
2024-01-05 05:30:00,21705.75,21749.6,21629.2,21710.8,0
2024-01-08 05:30:00,21747.6,21763.95,21492.9,21513.0,0
2024-01-09 05:30:00,21653.6,21724.45,21517.85,21544.85,0
2024-01-10 05:30:00,21529.3,21641.85,21448.65,21618.7,0
2024-01-11 05:30:00,21688.0,21726.5,21593.75,21647.2,0
2024-01-12 05:30:00,21773.55,21928.25,21715.15,21894.55,0
2024-01-15 05:30:00,22053.15,22115.55,21963.55,22097.45,0
2024-01-16 05:30:00,22080.5,22124.15,21969.8,22032.3,0
2024-01-17 05:30:00,21647.25,21851.5,21550.45,21571.95,0
2024-01-18 05:30:00,21414.2,21539.4,21285.55,21462.25,0
2024-01-19 05:30:00,21615.2,21670.6,21575.0,21622.4,0
2024-01-20 05:30:00,21706.15,21720.3,21541.8,21571.8,0
2024-01-23 05:30:00,21716.7,21750.25,21192.6,21238.8,0
2024-01-24 05:30:00,21185.25,21482.35,21137.2,21453.95,0
2024-01-25 05:30:00,21454.6,21459.0,21247.05,21352.6,0
2024-01-29 05:30:00,21433.1,21763.25,21429.6,21737.6,0
2024-01-30 05:30:00,21775.75,21813.05,21501.8,21522.1,0
2024-01-31 05:30:00,21487.25,21741.35,21448.85,21725.7,0
2024-02-01 05:30:00,21780.65,21832.95,21658.75,21697.45,0
2024-02-02 05:30:00,21812.75,22126.8,21805.55,21853.8,0
2024-02-05 05:30:00,21921.05,21964.3,21726.95,21771.7,0
2024-02-06 05:30:00,21825.2,21951.4,21737.55,21929.4,0
2024-02-07 05:30:00,22045.05,22053.3,21860.15,21930.5,0
2024-02-08 05:30:00,22009.65,22011.05,21665.3,21717.95,0
2024-02-09 05:30:00,21727.0,21804.45,21629.9,21782.5,0
2024-02-12 05:30:00,21800.8,21831.7,21574.75,21616.05,0
2024-02-13 05:30:00,21664.3,21766.8,21543.35,21743.25,0
2024-02-14 05:30:00,21578.15,21870.85,21530.2,21840.05,0
2024-02-15 05:30:00,21906.55,21953.85,21794.8,21910.75,0
2024-02-16 05:30:00,22020.3,22068.65,21968.95,22040.7,0
2024-02-19 05:30:00,22103.45,22186.65,22021.05,22122.25,0
2024-02-20 05:30:00,22099.2,22215.6,22045.85,22196.95,0
2024-02-21 05:30:00,22248.85,22249.4,21997.95,22055.05,0
2024-02-22 05:30:00,22081.55,22252.5,21875.25,22217.45,0
2024-02-23 05:30:00,22290.0,22297.5,22186.1,22212.7,0
2024-02-26 05:30:00,22169.2,22202.15,22075.15,22122.05,0
2024-02-27 05:30:00,22090.2,22218.25,22085.65,22198.35,0
2024-02-28 05:30:00,22214.1,22229.15,21915.85,21951.15,0
2024-02-29 05:30:00,21935.2,22060.55,21860.65,21982.8,0
2024-03-01 05:30:00,22048.3,22353.3,22047.75,22338.75,0
2024-03-02 05:30:00,22406.95,22419.55,22367.05,22378.4,0
2024-03-04 05:30:00,22403.5,22440.9,22358.3,22405.6,0
2024-03-05 05:30:00,22371.25,22416.9,22269.15,22356.3,0
2024-03-06 05:30:00,22327.5,22497.2,22224.35,22474.05,0
2024-03-07 05:30:00,22505.3,22525.65,22430.0,22493.55,0
2024-03-11 05:30:00,22517.5,22526.6,22307.25,22332.65,0
2024-03-12 05:30:00,22334.45,22452.55,22256.0,22335.7,0
2024-03-13 05:30:00,22432.2,22446.75,21905.65,21997.7,0
2024-03-14 05:30:00,21982.55,22204.6,21917.5,22146.65,0
2024-03-15 05:30:00,22064.85,22120.9,21931.7,22023.35,0
2024-03-18 05:30:00,21990.1,22123.7,21916.55,22055.7,0
2024-03-19 05:30:00,21946.45,21978.3,21793.1,21817.45,0
2024-03-20 05:30:00,21843.9,21930.9,21710.2,21839.1,0
2024-03-21 05:30:00,21989.9,22080.95,21941.3,22011.95,0
2024-03-22 05:30:00,21932.2,22180.7,21883.3,22096.75,0
2024-03-26 05:30:00,21947.9,22073.2,21947.55,22004.7,0
2024-03-27 05:30:00,22053.95,22193.6,22052.85,22123.65,0
2024-03-28 05:30:00,22163.6,22516.0,22163.6,22326.9,0
